table,cell,printed,regenerated,tolerance,source,status
Table 3,"maximum ASR over A1-A6, D2_embed_probe",0.98,0.9833,0.005,recomputed,PASS
Table 3,"lowest cell over A1-A6, D2_embed_probe",0.74,0.74,0.005,recomputed,PASS
Table 3,"mean ASR over A1-A6, D3_distilbert",0.55,0.55445,0.005,recomputed,PASS
Table 3,"maximum ASR over A1-A6, D3_distilbert",0.99,0.9867,0.005,recomputed,PASS
Table 3,"lowest cell over A1-A6, D3_distilbert",0.02,0.0233,0.005,recomputed,PASS
Table 3,"mean ASR over A1-A6, D4_guard_zeroshot",0.18,0.175,0.005,recomputed,PASS
Table 3,"maximum ASR over A1-A6, D4_guard_zeroshot",0.99,0.99,0.005,recomputed,PASS
Table 3,"lowest cell over A1-A6, D4_guard_zeroshot",0.0,0.0,0.005,recomputed,PASS
Table 3,"mean ASR over A1-A6, D5_perplexity",0.49,0.487783,0.005,recomputed,PASS
Table 3,"maximum ASR over A1-A6, D5_perplexity",1.0,0.9967,0.005,recomputed,PASS
Table 3,"lowest cell over A1-A6, D5_perplexity",0.0,0.0,0.005,recomputed,PASS
Table 12,D6 mean ASR over A1-A6 (uncalibrated control),1.0,0.998883,0.005,recomputed,PASS
Table 12,D6 maximum ASR over A1-A6 (uncalibrated control),1.0,1.0,0.005,recomputed,PASS
Table 3,"realised FPR at the 1% target, D1_3feat_tiny",0.004,0.004,0.0005,released aggregate,PASS
Table 3,"realised FPR at the 1% target, D1b_3feat_trained",0.008,0.008,0.0005,released aggregate,PASS
Table 3,"realised FPR at the 1% target, D2_embed_probe",0.011,0.0113,0.0005,released aggregate,PASS
Table 3,"realised FPR at the 1% target, D3_distilbert",0.015,0.0147,0.0005,released aggregate,PASS
Table 3,"realised FPR at the 1% target, D4_guard_zeroshot",0.009,0.0093,0.0005,released aggregate,PASS
Table 3,"realised FPR at the 1% target, D5_perplexity",0.017,0.0167,0.0005,released aggregate,PASS
Table 3,"realised FPR at the 1% target, D6_ensemble",0.049,0.0487,0.0005,released aggregate,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D1_3feat_tiny",0.0016,0.0016,5e-05,recomputed,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D1b_3feat_trained",0.0065,0.0065,5e-05,recomputed,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D2_embed_probe",0.01,0.01,5e-05,recomputed,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D3_distilbert",0.0054,0.0054,5e-05,recomputed,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D4_guard_zeroshot",-0.0002,-0.0002,5e-05,recomputed,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D5_perplexity",0.003,0.003,5e-05,recomputed,PASS
Table 3,"clean nDCG@10 cost at the 1% target, D6_ensemble",0.0,0.0,5e-05,recomputed,PASS
Table 3,"episodes per cell, A1-A4 and A6",300.0,300.0,0.0,recomputed,PASS
Table 3,"episodes per cell, A5",60.0,60.0,0.0,recomputed,PASS
Table 3,A5 x D0 pooled over the seven detector-specific document sets,420.0,420.0,0.0,recomputed,PASS
Table 12,D1_3feat_tiny @ target 0.001: realised FPR,0.0,0.0,0.001,released aggregate,PASS
Table 12,D1_3feat_tiny @ target 0.001: clean nDCG@10 cost,0.0,0.0,5e-05,recomputed,PASS
Table 12,D1_3feat_tiny @ target 0.001: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D1_3feat_tiny @ target 0.01: realised FPR,0.004,0.004,0.001,released aggregate,PASS
Table 12,D1_3feat_tiny @ target 0.01: clean nDCG@10 cost,0.0016,0.0016,5e-05,recomputed,PASS
Table 12,D1_3feat_tiny @ target 0.01: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D1_3feat_tiny @ target 0.05: realised FPR,0.055,0.0547,0.001,released aggregate,PASS
Table 12,D1_3feat_tiny @ target 0.05: clean nDCG@10 cost,0.0267,0.0267,5e-05,recomputed,PASS
Table 12,D1_3feat_tiny @ target 0.05: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D1b_3feat_trained @ target 0.001: realised FPR,0.0,0.0,0.001,released aggregate,PASS
Table 12,D1b_3feat_trained @ target 0.001: clean nDCG@10 cost,0.0,0.0,5e-05,recomputed,PASS
Table 12,D1b_3feat_trained @ target 0.001: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D1b_3feat_trained @ target 0.01: realised FPR,0.008,0.008,0.001,released aggregate,PASS
Table 12,D1b_3feat_trained @ target 0.01: clean nDCG@10 cost,0.0065,0.0065,5e-05,recomputed,PASS
Table 12,D1b_3feat_trained @ target 0.01: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D1b_3feat_trained @ target 0.05: realised FPR,0.053,0.0533,0.001,released aggregate,PASS
Table 12,D1b_3feat_trained @ target 0.05: clean nDCG@10 cost,0.0415,0.0415,5e-05,recomputed,PASS
Table 12,D1b_3feat_trained @ target 0.05: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D2_embed_probe @ target 0.001: realised FPR,0.004,0.004,0.001,released aggregate,PASS
Table 12,D2_embed_probe @ target 0.001: clean nDCG@10 cost,0.0067,0.0067,5e-05,recomputed,PASS
Table 12,D2_embed_probe @ target 0.001: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D2_embed_probe @ target 0.01: realised FPR,0.011,0.0113,0.001,released aggregate,PASS
Table 12,D2_embed_probe @ target 0.01: clean nDCG@10 cost,0.01,0.01,5e-05,recomputed,PASS
Table 12,D2_embed_probe @ target 0.01: maximum ASR over A1-A6,0.98,0.9833,0.005,recomputed,PASS
Table 12,D2_embed_probe @ target 0.05: realised FPR,0.059,0.0587,0.001,released aggregate,PASS
Table 12,D2_embed_probe @ target 0.05: clean nDCG@10 cost,0.0366,0.0366,5e-05,recomputed,PASS
Table 12,D2_embed_probe @ target 0.05: maximum ASR over A1-A6,0.95,0.95,0.005,recomputed,PASS
Table 12,D3_distilbert @ target 0.001: realised FPR,0.003,0.0027,0.001,released aggregate,PASS
Table 12,D3_distilbert @ target 0.001: clean nDCG@10 cost,0.0,0.0,5e-05,recomputed,PASS
Table 12,D3_distilbert @ target 0.001: maximum ASR over A1-A6,1.0,0.9967,0.005,recomputed,PASS
Table 12,D3_distilbert @ target 0.01: realised FPR,0.015,0.0147,0.001,released aggregate,PASS
Table 12,D3_distilbert @ target 0.01: clean nDCG@10 cost,0.0054,0.0054,5e-05,recomputed,PASS
Table 12,D3_distilbert @ target 0.01: maximum ASR over A1-A6,0.99,0.9867,0.005,recomputed,PASS
Table 12,D3_distilbert @ target 0.05: realised FPR,0.058,0.058,0.001,released aggregate,PASS
Table 12,D3_distilbert @ target 0.05: clean nDCG@10 cost,0.0129,0.0129,5e-05,recomputed,PASS
Table 12,D3_distilbert @ target 0.05: maximum ASR over A1-A6,0.96,0.96,0.005,recomputed,PASS
Table 12,D4_guard_zeroshot @ target 0.001: realised FPR,0.001,0.0007,0.001,released aggregate,PASS
Table 12,D4_guard_zeroshot @ target 0.001: clean nDCG@10 cost,0.0,0.0,5e-05,recomputed,PASS
Table 12,D4_guard_zeroshot @ target 0.001: maximum ASR over A1-A6,0.99,0.99,0.005,recomputed,PASS
Table 12,D4_guard_zeroshot @ target 0.01: realised FPR,0.009,0.0093,0.001,released aggregate,PASS
Table 12,D4_guard_zeroshot @ target 0.01: clean nDCG@10 cost,-0.0002,-0.0002,5e-05,recomputed,PASS
Table 12,D4_guard_zeroshot @ target 0.01: maximum ASR over A1-A6,0.99,0.99,0.005,recomputed,PASS
Table 12,D4_guard_zeroshot @ target 0.05: realised FPR,0.046,0.046,0.001,released aggregate,PASS
Table 12,D4_guard_zeroshot @ target 0.05: clean nDCG@10 cost,0.017,0.017,5e-05,recomputed,PASS
Table 12,D4_guard_zeroshot @ target 0.05: maximum ASR over A1-A6,0.96,0.9633,0.005,recomputed,PASS
Table 12,D5_perplexity @ target 0.001: realised FPR,0.006,0.006,0.001,released aggregate,PASS
Table 12,D5_perplexity @ target 0.001: clean nDCG@10 cost,0.0005,0.0005,5e-05,recomputed,PASS
Table 12,D5_perplexity @ target 0.001: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D5_perplexity @ target 0.01: realised FPR,0.017,0.0167,0.001,released aggregate,PASS
Table 12,D5_perplexity @ target 0.01: clean nDCG@10 cost,0.003,0.003,5e-05,recomputed,PASS
Table 12,D5_perplexity @ target 0.01: maximum ASR over A1-A6,1.0,0.9967,0.005,recomputed,PASS
Table 12,D5_perplexity @ target 0.05: realised FPR,0.057,0.0567,0.001,released aggregate,PASS
Table 12,D5_perplexity @ target 0.05: clean nDCG@10 cost,0.0435,0.0435,5e-05,recomputed,PASS
Table 12,D5_perplexity @ target 0.05: maximum ASR over A1-A6,0.95,0.95,0.005,recomputed,PASS
Table 12,D6_ensemble @ target 0.001: realised FPR,0.049,0.0487,0.001,released aggregate,PASS
Table 12,D6_ensemble @ target 0.001: clean nDCG@10 cost,0.0,0.0,5e-05,recomputed,PASS
Table 12,D6_ensemble @ target 0.001: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D6_ensemble @ target 0.01: realised FPR,0.049,0.0487,0.001,released aggregate,PASS
Table 12,D6_ensemble @ target 0.01: clean nDCG@10 cost,0.0,0.0,5e-05,recomputed,PASS
Table 12,D6_ensemble @ target 0.01: maximum ASR over A1-A6,1.0,1.0,0.005,recomputed,PASS
Table 12,D6_ensemble @ target 0.05: realised FPR,0.056,0.056,0.001,released aggregate,PASS
Table 12,D6_ensemble @ target 0.05: clean nDCG@10 cost,0.0033,0.0033,5e-05,recomputed,PASS
Table 12,D6_ensemble @ target 0.05: maximum ASR over A1-A6,0.99,0.9933,0.005,recomputed,PASS
Table 11,ROC-AUC A0_static_templates x D1_3feat_tiny,0.999,0.999,0.0005,released aggregate,PASS
Table 11,ROC-AUC A0_static_templates x D1b_3feat_trained,0.991,0.991,0.0005,released aggregate,PASS
Table 11,ROC-AUC A0_static_templates x D2_embed_probe,1.0,1.0,0.0005,released aggregate,PASS
Table 11,ROC-AUC A0_static_templates x D3_distilbert,1.0,1.0,0.0005,released aggregate,PASS
Table 11,ROC-AUC A0_static_templates x D4_guard_zeroshot,0.998,0.998,0.0005,released aggregate,PASS
Table 11,ROC-AUC A0_static_templates x D5_perplexity,0.964,0.964,0.0005,released aggregate,PASS
Table 11,ROC-AUC A0_static_templates x D6_ensemble,0.971,0.971,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D1_3feat_tiny,1.0,1.0,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D1b_3feat_trained,0.999,0.999,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D2_embed_probe,0.696,0.696,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D3_distilbert,0.997,0.997,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D4_guard_zeroshot,1.0,1.0,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D5_perplexity,0.457,0.457,0.0005,released aggregate,PASS
Table 11,ROC-AUC A1_query_conditioned x D6_ensemble,0.975,0.975,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D1_3feat_tiny,0.977,0.977,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D1b_3feat_trained,0.921,0.921,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D2_embed_probe,0.861,0.861,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D3_distilbert,0.998,0.998,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D4_guard_zeroshot,1.0,1.0,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D5_perplexity,0.977,0.977,0.0005,released aggregate,PASS
Table 11,ROC-AUC A2_imperative_free x D6_ensemble,0.949,0.949,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D1_3feat_tiny,0.029,0.029,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D1b_3feat_trained,0.107,0.107,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D2_embed_probe,0.463,0.463,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D3_distilbert,0.457,0.457,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D4_guard_zeroshot,0.509,0.509,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D5_perplexity,0.524,0.524,0.0005,released aggregate,PASS
Table 11,ROC-AUC A3_semantic_camouflage x D6_ensemble,0.491,0.491,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D1_3feat_tiny,0.32,0.32,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D1b_3feat_trained,0.341,0.341,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D2_embed_probe,0.492,0.492,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D3_distilbert,0.915,0.915,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D4_guard_zeroshot,1.0,1.0,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D5_perplexity,0.977,0.977,0.0005,released aggregate,PASS
Table 11,ROC-AUC A4_length_matched x D6_ensemble,0.875,0.875,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D1_3feat_tiny,0.331,0.331,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D1b_3feat_trained,0.352,0.352,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D2_embed_probe,0.481,0.481,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D3_distilbert,0.518,0.518,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D4_guard_zeroshot,0.765,0.765,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D5_perplexity,0.879,0.879,0.0005,released aggregate,PASS
Table 11,ROC-AUC A6_split_payload x D6_ensemble,0.521,0.521,0.0005,released aggregate,PASS
Table 13,D1_3feat_tiny evasion rate,1.0,1.0,0.006,recomputed,PASS
Table 13,D1_3feat_tiny median detector calls,33.0,33.0,0.5,recomputed,PASS
Table 13,D1_3feat_tiny mean detector calls,37.8,37.8,0.05,recomputed,PASS
Table 13,D1_3feat_tiny target queries,60.0,60.0,0.0,recomputed,PASS
Table 13,D1b_3feat_trained evasion rate,1.0,1.0,0.006,recomputed,PASS
Table 13,D1b_3feat_trained median detector calls,17.0,17.0,0.5,recomputed,PASS
Table 13,D1b_3feat_trained mean detector calls,22.3,22.3333,0.05,recomputed,PASS
Table 13,D1b_3feat_trained target queries,60.0,60.0,0.0,recomputed,PASS
Table 13,D2_embed_probe evasion rate,0.98,0.9833,0.006,recomputed,PASS
Table 13,D2_embed_probe median detector calls,9.0,9.0,0.5,recomputed,PASS
Table 13,D2_embed_probe mean detector calls,10.2,10.2,0.05,recomputed,PASS
Table 13,D2_embed_probe target queries,60.0,60.0,0.0,recomputed,PASS
Table 13,D3_distilbert evasion rate,0.68,0.6833,0.006,recomputed,PASS
Table 13,D3_distilbert median detector calls,33.0,33.0,0.5,recomputed,PASS
Table 13,D3_distilbert mean detector calls,33.8,33.8,0.05,recomputed,PASS
Table 13,D3_distilbert target queries,60.0,60.0,0.0,recomputed,PASS
Table 13,D4_guard_zeroshot evasion rate,0.05,0.05,0.006,recomputed,PASS
Table 13,D4_guard_zeroshot median detector calls,17.0,17.0,0.5,recomputed,PASS
Table 13,D4_guard_zeroshot mean detector calls,23.8,23.8,0.05,recomputed,PASS
Table 13,D4_guard_zeroshot target queries,60.0,60.0,0.0,recomputed,PASS
Table 13,D5_perplexity evasion rate,0.85,0.85,0.006,recomputed,PASS
Table 13,D5_perplexity median detector calls,9.0,9.0,0.5,recomputed,PASS
Table 13,D5_perplexity mean detector calls,13.7,13.6667,0.05,recomputed,PASS
Table 13,D5_perplexity target queries,60.0,60.0,0.0,recomputed,PASS
Table 13,D6_ensemble evasion rate,1.0,1.0,0.006,recomputed,PASS
Table 13,D6_ensemble median detector calls,9.0,9.0,0.5,recomputed,PASS
Table 13,D6_ensemble mean detector calls,9.1,9.1333,0.05,recomputed,PASS
Table 13,D6_ensemble target queries,60.0,60.0,0.0,recomputed,PASS
Table 4,"A1_query_conditioned compliance, 1.5B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,"A1_query_conditioned compliance, 3B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,A1_query_conditioned candidate survival P(E|D0),0.99,0.9933,0.006,recomputed,PASS
Table 4,"A2_imperative_free compliance, 1.5B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,"A2_imperative_free compliance, 3B, position 0",0.068,0.0675,0.0006,released aggregate,PASS
Table 4,A2_imperative_free candidate survival P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 4,"A3_semantic_camouflage compliance, 1.5B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,"A3_semantic_camouflage compliance, 3B, position 0",0.01,0.01,0.0006,released aggregate,PASS
Table 4,A3_semantic_camouflage candidate survival P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 4,"A4_length_matched compliance, 1.5B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,"A4_length_matched compliance, 3B, position 0",0.013,0.0125,0.0006,released aggregate,PASS
Table 4,A4_length_matched candidate survival P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 4,"A5_score_guided compliance, 1.5B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,"A5_score_guided compliance, 3B, position 0",0.013,0.0125,0.0006,released aggregate,PASS
Table 4,A5_score_guided candidate survival P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 4,"A6_split_payload compliance, 1.5B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,"A6_split_payload compliance, 3B, position 0",0.0,0.0,0.0006,released aggregate,PASS
Table 4,A6_split_payload candidate survival P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 4,"mean compliance over A1-A6, 3B, position 0",0.017,0.017083,0.0006,released aggregate,PASS
Table 4,episodes per behavioural cell,400.0,400.0,0.0,released aggregate,PASS
Table 4,"tool selection, poisoned inventory, 1.5B",0.4,0.4,0.005,recomputed,PASS
Table 4,"tool selection, clean inventory, 1.5B",0.0,0.0,0.005,recomputed,PASS
Table 4,"tool selection episodes per cell, 1.5B",100.0,100.0,0.0,recomputed,PASS
Table 4,"tool selection, poisoned inventory, 3B",0.6,0.6,0.005,recomputed,PASS
Table 4,"tool selection, clean inventory, 3B",0.0,0.0,0.005,recomputed,PASS
Table 4,"tool selection episodes per cell, 3B",100.0,100.0,0.0,recomputed,PASS
Section 6,tool selection 1.5B CI low,0.303,0.303295,0.001,recomputed,PASS
Section 6,tool selection 1.5B CI high,0.503,0.502791,0.001,recomputed,PASS
Section 6,tool selection 3B CI low,0.497,0.497209,0.001,recomputed,PASS
Section 6,tool selection 3B CI high,0.697,0.696705,0.001,recomputed,PASS
Section 6,"clean-episode exact match, 1.5B",0.122,0.1225,0.0006,released aggregate,PASS
Section 6,"clean-episode exact match, 3B",0.022,0.0225,0.0006,released aggregate,PASS
Section 6,"clean-episode token-F1, 1.5B",0.411,0.4105,0.0006,released aggregate,PASS
Section 6,"clean-episode token-F1, 3B",0.338,0.3385,0.0006,released aggregate,PASS
Section 6,"compliance at rank 0, over models x prompts x A0-A6",0.022,0.0225,0.0006,released aggregate,PASS
Section 6,"compliance at rank 2, over models x prompts x A0-A6",0.0004,0.000357,6e-05,released aggregate,PASS
Section 6,"compliance at rank 4, over models x prompts x A0-A6",0.0003,0.000268,6e-05,released aggregate,PASS
Section 6,"3B, warning prompt, rank 0",0.071,0.071429,0.0006,released aggregate,PASS
Section 6,"3B, warning prompt, rank 2",0.0011,0.001071,6e-05,released aggregate,PASS
Section 6,"3B, plain prompt, all positions",0.0049,0.004881,6e-05,released aggregate,PASS
Section 6,"3B, warning prompt, all positions",0.0245,0.024524,6e-05,released aggregate,PASS
Figure 6,"QA compliance, 3B, position 0, A1-A6",0.017,0.017083,0.0006,released aggregate,PASS
Figure 6,"QA compliance, 3B, averaged over positions, A1-A6",0.006,0.005694,0.0006,released aggregate,PASS
Figure 6,"tool selection, 3B",0.6,0.6,0.005,recomputed,PASS
Table 5,A1_query_conditioned P(E|D0),0.99,0.9933,0.006,recomputed,PASS
Table 5,"A1_query_conditioned P(C|E,D0)",0.55,0.5503,0.006,recomputed,PASS
Table 5,A1_query_conditioned P(E|D3),0.03,0.03,0.006,recomputed,PASS
Table 5,"A1_query_conditioned P(C|E,D3)",0.667,0.6667,0.006,recomputed,PASS
Table 5,A1_query_conditioned Wilson interval low,0.35,0.3542,0.006,recomputed,PASS
Table 5,A1_query_conditioned Wilson interval high,0.88,0.8794,0.006,recomputed,PASS
Table 5,A1_query_conditioned P(C|D3),0.02,0.02,0.0006,recomputed,PASS
Table 5,A2_imperative_free P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 5,"A2_imperative_free P(C|E,D0)",0.47,0.47,0.006,recomputed,PASS
Table 5,A2_imperative_free P(E|D3),0.023,0.0233,0.006,recomputed,PASS
Table 5,"A2_imperative_free P(C|E,D3)",0.857,0.8571,0.006,recomputed,PASS
Table 5,A2_imperative_free Wilson interval low,0.49,0.4869,0.006,recomputed,PASS
Table 5,A2_imperative_free Wilson interval high,0.97,0.9743,0.006,recomputed,PASS
Table 5,A2_imperative_free P(C|D3),0.02,0.02,0.0006,recomputed,PASS
Table 5,A3_semantic_camouflage P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 5,"A3_semantic_camouflage P(C|E,D0)",0.103,0.1033,0.006,recomputed,PASS
Table 5,A3_semantic_camouflage P(E|D3),0.99,0.9867,0.006,recomputed,PASS
Table 5,"A3_semantic_camouflage P(C|E,D3)",0.105,0.1047,0.006,recomputed,PASS
Table 5,A3_semantic_camouflage Wilson interval low,0.07,0.0748,0.006,recomputed,PASS
Table 5,A3_semantic_camouflage Wilson interval high,0.14,0.1448,0.006,recomputed,PASS
Table 5,A3_semantic_camouflage P(C|D3),0.1033,0.1033,0.0006,recomputed,PASS
Table 5,A4_length_matched P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 5,"A4_length_matched P(C|E,D0)",0.327,0.3267,0.006,recomputed,PASS
Table 5,A4_length_matched P(E|D3),0.68,0.6767,0.006,recomputed,PASS
Table 5,"A4_length_matched P(C|E,D3)",0.325,0.3251,0.006,recomputed,PASS
Table 5,A4_length_matched Wilson interval low,0.26,0.2645,0.006,recomputed,PASS
Table 5,A4_length_matched Wilson interval high,0.39,0.3923,0.006,recomputed,PASS
Table 5,A4_length_matched P(C|D3),0.22,0.22,0.0006,recomputed,PASS
Table 5,A5_score_guided P(E|D3),0.68,0.6833,0.006,recomputed,PASS
Table 5,"A5_score_guided P(C|E,D3)",0.195,0.1951,0.006,recomputed,PASS
Table 5,A5_score_guided Wilson interval low,0.1,0.1023,0.006,recomputed,PASS
Table 5,A5_score_guided Wilson interval high,0.34,0.3401,0.006,recomputed,PASS
Table 5,A5_score_guided P(C|D3),0.1333,0.1333,0.0006,recomputed,PASS
Table 5,A6_split_payload P(E|D0),1.0,1.0,0.006,recomputed,PASS
Table 5,"A6_split_payload P(C|E,D0)",0.0,0.0,0.006,recomputed,PASS
Table 5,A6_split_payload P(E|D3),0.93,0.9267,0.006,recomputed,PASS
Table 5,"A6_split_payload P(C|E,D3)",0.0,0.0,0.006,recomputed,PASS
Table 5,A6_split_payload Wilson interval low,0.0,0.0,0.006,recomputed,PASS
Table 5,A6_split_payload Wilson interval high,0.01,0.0136,0.006,recomputed,PASS
Table 5,A6_split_payload P(C|D3),0.0,0.0,0.0006,recomputed,PASS
Abstract,A2 x D3 surviving documents,7.0,7.0,0.0,recomputed,PASS
Abstract,A2 x D3 compliant survivors,6.0,6.0,0.0,recomputed,PASS
Abstract,A2 undefended compliant episodes,141.0,141.0,0.0,recomputed,PASS
Abstract,"A2 exposure under D3, 7/300",0.0233,0.023333,0.0005,recomputed,PASS
Abstract,"A2 survivor compliance, 6/7",0.857,0.857143,0.0005,recomputed,PASS
Abstract,"A2 undefended compliance, 141/300",0.47,0.47,0.0005,recomputed,PASS
Table 6,"identity P(C|D) = P(C|E,D) P(E|D), maximum absolute error",0.0,8.7e-05,0.0001,recomputed,PASS
Remark 3,maximal cell of the detector with the lowest worst case,295.0,295.0,0.0,recomputed,PASS
Remark 3,"its two-sided Clopper-Pearson interval, low",0.962,0.961536,0.001,recomputed,PASS
Remark 3,"its two-sided Clopper-Pearson interval, high",0.995,0.994567,0.001,recomputed,PASS
Remark 3,"simultaneous one-sided lower bound, K=6 (Proposition 3)",0.956,0.956001,0.001,recomputed,PASS
Table 14,scifact budget 0 nDCG@10,0.76,0.76,0.0005,released aggregate,PASS
Table 14,scifact budget 0 p50 latency,40.0,40.0,0.5,released aggregate,PASS
Table 14,scifact budget 0 p95 latency,44.0,44.0,0.5,released aggregate,PASS
Table 14,scifact budget 0 p99 latency,46.0,46.0,0.5,released aggregate,PASS
Table 14,scifact budget 0 rerank stage,0.0,0.0,0.5,released aggregate,PASS
Table 14,scifact budget 0 filter stage,29.0,29.0,0.5,released aggregate,PASS
Table 14,scifact budget 0 retrieve+fuse stage,11.0,11.0,0.5,released aggregate,PASS
Table 14,scifact budget 10 nDCG@10,0.738,0.738,0.0005,released aggregate,PASS
Table 14,scifact budget 10 p50 latency,79.0,79.0,0.5,released aggregate,PASS
Table 14,scifact budget 10 p95 latency,83.0,83.0,0.5,released aggregate,PASS
Table 14,scifact budget 10 p99 latency,86.0,86.0,0.5,released aggregate,PASS
Table 14,scifact budget 10 rerank stage,35.0,35.0,0.5,released aggregate,PASS
Table 14,scifact budget 10 filter stage,32.0,32.0,0.5,released aggregate,PASS
Table 14,scifact budget 10 retrieve+fuse stage,12.0,12.0,0.5,released aggregate,PASS
Table 14,scifact budget 50 nDCG@10,0.722,0.722,0.0005,released aggregate,PASS
Table 14,scifact budget 50 p50 latency,246.0,246.0,0.5,released aggregate,PASS
Table 14,scifact budget 50 p95 latency,261.0,261.0,0.5,released aggregate,PASS
Table 14,scifact budget 50 p99 latency,264.0,264.0,0.5,released aggregate,PASS
Table 14,scifact budget 50 rerank stage,198.0,198.0,0.5,released aggregate,PASS
Table 14,scifact budget 50 filter stage,37.0,37.0,0.5,released aggregate,PASS
Table 14,scifact budget 50 retrieve+fuse stage,13.0,13.0,0.5,released aggregate,PASS
Table 14,scifact budget 100 nDCG@10,0.72,0.72,0.0005,released aggregate,PASS
Table 14,scifact budget 100 p50 latency,463.0,463.0,0.5,released aggregate,PASS
Table 14,scifact budget 100 p95 latency,487.0,487.0,0.5,released aggregate,PASS
Table 14,scifact budget 100 p99 latency,495.0,495.0,0.5,released aggregate,PASS
Table 14,scifact budget 100 rerank stage,416.0,416.0,0.5,released aggregate,PASS
Table 14,scifact budget 100 filter stage,36.0,36.0,0.5,released aggregate,PASS
Table 14,scifact budget 100 retrieve+fuse stage,13.0,13.0,0.5,released aggregate,PASS
Table 14,fiqa budget 0 nDCG@10,0.433,0.433,0.0005,released aggregate,PASS
Table 14,fiqa budget 0 p50 latency,39.0,39.0,0.5,released aggregate,PASS
Table 14,fiqa budget 0 p95 latency,42.0,42.0,0.5,released aggregate,PASS
Table 14,fiqa budget 0 p99 latency,44.0,44.0,0.5,released aggregate,PASS
